ResponseId,MainBranch,Employment,Country,US_State,UK_Country,EdLevel,Age1stCode,LearnCode,YearsCode,YearsCodePro,DevType,OrgSize,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,NEWStuck,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,NEWOtherComms,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,SurveyLength,SurveyEase,ConvertedCompYearly
63693,I am a student who is learning to code,"Student, full-time",Portugal,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc)",6,,,,,,,C;JavaScript;Matlab;Python,C;C++;JavaScript;Matlab;Node.js;Python;Swift,Elasticsearch;MongoDB,Firebase;MongoDB;MySQL,Heroku;Microsoft Azure,Microsoft Azure,Django;Express;Flask;Vue.js,Express;React.js;Vue.js,Torch/PyTorch,Flutter;Keras;NumPy;Pandas;TensorFlow,Git,Docker;Git,Visual Studio Code,Visual Studio Code,Windows Subsystem for Linux (WSL),Visit Stack Overflow;Google it;Do other work and come back later;Play games;Panic,Stack Overflow,A few times per week,No,,"Yes, somewhat",No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,
63702,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Books / Physical media",13,3,"Developer, embedded applications or devices",20 to 99 employees,EUR European Euro,1300.0,Monthly,C++;Python,C++;Python,,,,,,,NumPy,NumPy,,,Notepad++,Notepad++,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow,Less than once per month or monthly,Yes,Less than once per month or monthly,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent;Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Easy,16860.0
63705,I am a student who is learning to code,"Student, full-time",Portugal,,,Primary/elementary school,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification",2,,,,,,,Python,HTML/CSS;JavaScript;Python,,,,,,,,,,,,,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Play games;Panic,Stack Overflow,A few times per week,No,,"No, not really",Yes,Under 18 years old,Man,No,,White or of European descent;I don't know,None of the above,None of the above,Appropriate in length,Easy,
63851,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Books / Physical media",4,Less than 1 year,Academic researcher,I don’t know,EUR European Euro,1200.0,Monthly,C#;Python,C#;Java;Python,,,,,,,.NET Framework,,Unity 3D,Unity 3D,Visual Studio Code,Visual Studio Code,Linux-based,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",No,18-24 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Easy,15564.0
63878,I am a developer by profession,Employed full-time,Portugal,,,Some college/university study without earning a degree,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification",12,6,"Developer, full-stack;Engineer, data;Developer, back-end;Database administrator;Student;Engineering manager;Engineer, site reliability;System administrator;Senior Executive (C-Suite, VP, etc.)",2 to 9 employees,EUR European Euro,49350.0,Yearly,Bash/Shell;C#;C++;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;R;SQL,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL,Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;Redis,Elasticsearch;MongoDB;PostgreSQL;Redis,AWS;Google Cloud Platform,AWS;Google Cloud Platform,ASP.NET;ASP.NET Core ;Express;Flask;jQuery;React.js,Express;Flask;jQuery;Laravel;React.js,.NET Framework;.NET Core / .NET 5,,Ansible;Docker;Git;Yarn,Ansible;Chef;Docker;Git;Kubernetes;Puppet;Terraform,PyCharm;RStudio;Sublime Text;Visual Studio;Visual Studio Code,PyCharm;Sublime Text,Linux-based,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,I have a concentration and/or memory disorder (e.g. ADHD),Appropriate in length,Easy,53346.0
63907,I am a student who is learning to code,"Student, full-time",Portugal,,,Primary/elementary school,11 - 17 years,"Other online resources (ex: videos, blogs, etc)",2,,,,,,,C;C++;Go;HTML/CSS;Java;JavaScript;Python,C;C#;Dart;HTML/CSS;Java;JavaScript;Python;TypeScript,,,,,,,,,Git;Unity 3D,Git,Android Studio;Eclipse;IntelliJ;Sublime Text;Vim;Visual Studio;Visual Studio Code,Eclipse;IntelliJ;Vim;Visual Studio Code;Xcode,Linux-based,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Daily or almost daily,Not sure/can't remember,,"No, not really",Yes,Under 18 years old,Man,No,Straight / Heterosexual,I don't know;Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Easy,
63971,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5 - 10 years,School;Books / Physical media,25,20,"Developer, back-end",20 to 99 employees,EUR European Euro,2800.0,Monthly,Python,Python,PostgreSQL,MongoDB;PostgreSQL;Redis,AWS,AWS,Django,Django,,,Git,Docker;Git;Kubernetes,PyCharm,PyCharm;Visual Studio Code,Linux-based,Call a coworker or friend;Google it,Stack Overflow;Stack Exchange,A few times per week,Not sure/can't remember,,"No, not at all",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,36324.0
64018,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Portugal,,,"Professional degree (JD, MD, etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);Friend or family member",20,15,"Developer, full-stack;Educator","Just me - I am a freelancer, sole proprietor, etc.",EUR European Euro,3500.0,Monthly,JavaScript;Python;Ruby,,PostgreSQL;Redis;SQLite,,DigitalOcean;Heroku;IBM Cloud or Watson,,React.js;Ruby on Rails;Vue.js,,,,Ansible;Yarn,,Visual Studio Code,,MacOS,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,45396.0
64169,"I am not primarily a developer, but I write code sometimes as part of my work","Independent contractor, freelancer, or self-employed",Portugal,,,Some college/university study without earning a degree,18 - 24 years,Books / Physical media,29,29,"Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Developer, embedded applications or devices;Designer;Product manager;Senior Executive (C-Suite, VP, etc.)","Just me - I am a freelancer, sole proprietor, etc.",EUR European Euro,,,HTML/CSS;JavaScript;PHP,,MySQL,,,,jQuery,,,,,,,,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Other (please specify):,Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Multiple times per day,Yes,Multiple times per day,"Yes, definitely",No,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Appropriate in length,Easy,
64256,None of these,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification;Books / Physical media",10,6,Other (please specify):,,,,,C;C++;HTML/CSS;Java;JavaScript;Objective-C;PHP;Swift,,Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,,Google Cloud Platform,,Spring,,,,Docker;Git,,Android Studio;Eclipse;IntelliJ;NetBeans;Notepad++;PyCharm;Sublime Text;TextMate;Visual Studio;Visual Studio Code;Xcode,,MacOS,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,
64266,I am a student who is learning to code,"Student, full-time",Portugal,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification;Other (please specify):;Books / Physical media",3,,,,,,,Assembly;C;C#;Java;JavaScript;Kotlin;SQL,Assembly;C;C#;Java;JavaScript;Kotlin,MySQL,,,,ASP.NET,,.NET Core / .NET 5,.NET Core / .NET 5,Git;Unreal Engine;Xamarin,Git;Unreal Engine;Xamarin,Android Studio;IntelliJ;Notepad++;Visual Studio Code,Android Studio;IntelliJ;Notepad++;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",No,18-24 years old,Man,No,Prefer to self-describe:,White or of European descent,"Or, in your own words:","I have a concentration and/or memory disorder (e.g. ADHD);Or, in your own words:",Appropriate in length,Easy,
64814,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School,6,3,"Developer, back-end",500 to 999 employees,EUR European Euro,2200.0,Monthly,Java;Python,Java;Node.js,PostgreSQL,PostgreSQL,AWS,,Spring,Spring,,,Docker;Git,Docker;Git;Kubernetes;Terraform,IntelliJ,IntelliJ,Windows,Call a coworker or friend,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,"No, not really",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,"I have a mood or emotional disorder (e.g. depression, bipolar disorder)",Too short,Easy,28536.0
65015,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,Colleague;Books / Physical media,7,1,"Data scientist or machine learning specialist;Developer, back-end","1,000 to 4,999 employees",EUR European Euro,26000.0,Monthly,Java;Python,Elixir;Java;Scala,Elasticsearch;PostgreSQL;Redis,Elasticsearch;PostgreSQL;Redis,AWS;Heroku,AWS,,,Keras;Pandas;TensorFlow;Torch/PyTorch,,Docker;Git;Kubernetes,Docker;Git;Kubernetes,IntelliJ;IPython/Jupyter;PyCharm;Sublime Text;Visual Studio Code,IntelliJ;Sublime Text;Visual Studio Code,MacOS,Call a coworker or friend;Go for a walk or other physical activity;Google it;Meditate,Stack Overflow;Stack Exchange,A few times per week,No,,"No, not really",No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,337260.0
65020,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum",16,5,"Engineer, data;DevOps specialist","1,000 to 4,999 employees",EUR European Euro,45000.0,Yearly,Java;Python;SQL,Go;Python,DynamoDB;Firebase;MariaDB;Redis,,AWS;Google Cloud Platform,Google Cloud Platform,,,Apache Spark;Hadoop;NumPy,Apache Spark;NumPy,Docker;Git;Terraform,Docker;Git;Kubernetes;Terraform,Atom;IntelliJ;IPython/Jupyter;PyCharm;Visual Studio Code,Visual Studio Code,MacOS,Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow,A few times per month or weekly,No,,"No, not really",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too long,Easy,48644.0
65136,I am a developer by profession,Employed full-time,Portugal,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Colleague",5,1,"Developer, mobile;Developer, full-stack",2 to 9 employees,EUR European Euro,777.0,Monthly,C#;JavaScript;PHP;SQL,C#;JavaScript;PowerShell;Python;SQL,MySQL,Microsoft SQL Server;MySQL,,,ASP.NET;jQuery;Laravel,ASP.NET;jQuery;Laravel;React.js;Symfony;Vue.js,.NET Framework;.NET Core / .NET 5,.NET Framework;.NET Core / .NET 5;React Native,Git,Git;Unity 3D,Atom;PHPStorm;Visual Studio;Visual Studio Code,Atom;PHPStorm;Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,Neutral,Yes,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,10080.0
65154,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Online Courses or Certification;Colleague;Books / Physical media",6,3,"Developer, full-stack","10,000 or more employees",EUR European Euro,35500.0,Yearly,HTML/CSS;Java;JavaScript;Node.js;PowerShell;SQL;TypeScript,Elixir;Kotlin,PostgreSQL,,Microsoft Azure,Google Cloud Platform,Angular;Angular.js;Express;Spring,Angular;React.js;Ruby on Rails;Spring,,,Ansible;Git,Docker;Git;Kubernetes,IntelliJ;Visual Studio Code,Android Studio;IntelliJ,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow,Daily or almost daily,Not sure/can't remember,,"No, not at all",Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,38375.0
65320,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,School,19,13,"Developer, back-end",100 to 499 employees,EUR European Euro,45000.0,Yearly,HTML/CSS;Java;JavaScript;SQL,Go;HTML/CSS;Java;JavaScript;SQL,Microsoft SQL Server;Oracle,Cassandra;Elasticsearch;Oracle;Redis,,,React.js;Spring,React.js;Spring;Vue.js,Cordova,Flutter;React Native,Docker;Git,Docker;Git;Kubernetes,Android Studio;Eclipse;Notepad++;Visual Studio Code,Eclipse;IntelliJ;Notepad++;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it,Stack Overflow,Multiple times per day,No,,"No, not really",No,35-44 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Easy,48644.0
65500,I am a student who is learning to code,"Student, full-time",Portugal,,,Some college/university study without earning a degree,18 - 24 years,School,5,,,,,,,Bash/Shell;HTML/CSS;JavaScript;Node.js;PowerShell;Python;SQL;TypeScript,JavaScript;Node.js;Python;TypeScript,Firebase;Microsoft SQL Server;MongoDB;PostgreSQL,Microsoft SQL Server;MongoDB;PostgreSQL,AWS;Heroku,Heroku,Express;React.js,React.js;Vue.js,Pandas;React Native,Flutter,Git;Yarn,Git;Yarn,PyCharm;Visual Studio Code,Visual Studio Code,Windows,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,Neutral,No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,
65692,"I am not primarily a developer, but I write code sometimes as part of my work","Independent contractor, freelancer, or self-employed",Portugal,,,Some college/university study without earning a degree,11 - 17 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);Online Courses or Certification;Books / Physical media",10,,,,EUR European Euro,4000.0,Monthly,Dart;HTML/CSS;Java;TypeScript,Dart;HTML/CSS;TypeScript,Firebase;PostgreSQL;SQLite,PostgreSQL;SQLite,DigitalOcean;Google Cloud Platform,Google Cloud Platform,Angular;Ruby on Rails,Angular,Flutter,Flutter,Docker;Git;Kubernetes;Yarn,Docker;Git;Kubernetes;Yarn,IntelliJ;Visual Studio Code,IntelliJ;Visual Studio Code,Linux-based,,Stack Overflow,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",,35-44 years old,Man,No,,,,I have a concentration and/or memory disorder (e.g. ADHD),Appropriate in length,Easy,51888.0
65784,I am a student who is learning to code,"Not employed, but looking for work",Portugal,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25 - 34 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification",5,,"Developer, front-end",,,,,HTML/CSS;Java;JavaScript;Python;SQL,HTML/CSS;JavaScript;TypeScript,MySQL,MongoDB,,,,,,,Git,Git;Unreal Engine,Atom;Eclipse;PyCharm;Sublime Text;Visual Studio Code;Xcode,Visual Studio Code;Xcode,MacOS,Visit Stack Overflow;Google it;Watch help / tutorial videos;Play games,Stack Overflow,Multiple times per day,No,,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,"I have a mood or emotional disorder (e.g. depression, bipolar disorder)",Appropriate in length,Easy,
65789,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,Books / Physical media,26,21,"Developer, front-end;Developer, full-stack;Developer, back-end;DevOps specialist;System administrator",20 to 99 employees,EUR European Euro,,,Bash/Shell;Go;Java;JavaScript;Python;SQL,Java;JavaScript;Kotlin;Python;SQL;TypeScript,PostgreSQL,PostgreSQL,AWS,AWS,React.js;Spring,React.js;Spring;Svelte,,,Ansible;Docker;Git;Kubernetes,Ansible;Docker;Git;Kubernetes,Android Studio;PyCharm;Visual Studio Code,PyCharm;Visual Studio Code,Linux-based,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",No,45-54 years old,Man,No,Straight / Heterosexual,,None of the above,None of the above,Appropriate in length,Easy,
65827,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification;Colleague",11,6,"Developer, front-end","1,000 to 4,999 employees",EUR European Euro,40000.0,Yearly,C++;HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;Node.js;Rust;TypeScript,MongoDB;MySQL;PostgreSQL,MongoDB,,,Express;React.js,Express;React.js;Vue.js,,,Docker;Git;Unity 3D;Unreal Engine;Yarn,Docker;Git;Yarn,Android Studio;Eclipse;NetBeans;Notepad++;Sublime Text;Visual Studio;Visual Studio Code;Webstorm,Sublime Text;Visual Studio Code;Xcode,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,43239.0
66001,I am a developer by profession,Employed full-time,Portugal,,,Some college/university study without earning a degree,11 - 17 years,"Other online resources (ex: videos, blogs, etc);Friend or family member",20,16,"Developer, front-end",20 to 99 employees,EUR European Euro,2500.0,Monthly,HTML/CSS;JavaScript;Node.js;PowerShell;TypeScript,HTML/CSS;JavaScript;Node.js;PowerShell;TypeScript,Firebase,Firebase,,,React.js;Vue.js,Vue.js,,,Yarn,,Visual Studio Code,Webstorm,Windows,Google it,Stack Overflow,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,32424.0
66327,I am a developer by profession,Employed part-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification",5,Less than 1 year,"Developer, back-end;Student",2 to 9 employees,EUR European Euro,,Monthly,C;C++;Erlang;Haskell;HTML/CSS;Java;Matlab;Python;R;SQL,C++;Erlang;Java;JavaScript;Matlab;Node.js;Python;SQL,MySQL;SQLite,MySQL,,,Django,Django;jQuery,NumPy,Keras;NumPy;Pandas;Qt;TensorFlow;Torch/PyTorch,Git;Unreal Engine,Git;Unreal Engine,IntelliJ;IPython/Jupyter;RStudio;Sublime Text;Visual Studio,IPython/Jupyter;Sublime Text,Windows,Visit Stack Overflow;Google it;Do other work and come back later;Meditate;Play games,Stack Overflow;Stack Exchange,Multiple times per day,No,,Neutral,No,18-24 years old,Man,No,,White or of European descent,None of the above,Prefer not to say,Appropriate in length,Easy,
66397,I am a developer by profession,Employed full-time,Portugal,,,"Other doctoral degree (Ph.D., Ed.D., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School",18,13,"Developer, embedded applications or devices;Engineering manager","10,000 or more employees",EUR European Euro,44335.0,Yearly,C++;Julia,C++;Julia,,,,,,,,,Git,Git,Visual Studio Code,Visual Studio Code,Windows,Google it;Watch help / tutorial videos;Do other work and come back later;Visit another developer community (please name):,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,Yes,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,47925.0
66572,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Colleague",15,11,"Developer, front-end;Developer, full-stack",100 to 499 employees,EUR European Euro,46000.0,Yearly,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Node.js;SQL;TypeScript,Bash/Shell;HTML/CSS;JavaScript;Node.js;TypeScript,Firebase;MariaDB;MongoDB;MySQL;Redis;SQLite,Firebase;MariaDB;MongoDB;MySQL;Redis;SQLite,AWS;DigitalOcean;IBM Cloud or Watson,AWS;DigitalOcean;IBM Cloud or Watson,Angular;Angular.js;Express,Angular.js;Express,Cordova,Cordova;Flutter;TensorFlow,Deno;Git;Kubernetes,Deno;Git;Kubernetes;Terraform,Android Studio;Eclipse;Sublime Text;Vim;Visual Studio Code;Xcode,Sublime Text;Vim;Visual Studio Code,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate;Play games,Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,Yes,25-34 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Easy,49725.0
66689,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification;Books / Physical media",20,20,"Developer, front-end;Developer, back-end;Database administrator;System administrator",500 to 999 employees,EUR European Euro,,Monthly,C#;HTML/CSS;JavaScript;PowerShell;SQL,,Microsoft SQL Server,,,,ASP.NET;ASP.NET Core ;jQuery,,.NET Framework,,,,Android Studio;Visual Studio;Visual Studio Code,,Windows,Call a coworker or friend;Visit Stack Overflow;Google it,Stack Overflow,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",No,45-54 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too long,Easy,
67726,"I am not primarily a developer, but I write code sometimes as part of my work","Student, full-time",Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25 - 34 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Books / Physical media",10,,,,,,,Julia;Python,Julia;Python,,,,,,,NumPy;Pandas;TensorFlow;Torch/PyTorch,Torch/PyTorch,Git,Git,Emacs,Emacs,Linux-based,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Visit another developer community (please name):,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,Biracial,None of the above,None of the above,Appropriate in length,Easy,
67775,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School,8,6,"Developer, back-end",100 to 499 employees,EUR European Euro,50000.0,Yearly,Clojure;Go,Erlang;Go;Haskell;Rust,PostgreSQL,PostgreSQL,AWS;Google Cloud Platform,AWS,,,,,Docker;Git;Kubernetes;Terraform,Docker;Git;Kubernetes;Terraform,IntelliJ;Vim;Visual Studio Code,IntelliJ,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,54049.0
67776,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum",6,6,"Developer, mobile;Developer, desktop or enterprise applications;Developer, full-stack;Engineer, data;Other (please specify):;Database administrator","5,000 to 9,999 employees",EUR European Euro,1200.0,Monthly,C#;JavaScript;PHP;SQL,JavaScript;Node.js;PHP;Python;SQL,Microsoft SQL Server;MySQL,Microsoft SQL Server,,,,,.NET Framework,,,,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Go for a walk or other physical activity;Google it,Stack Overflow,A few times per week,No,,"Yes, somewhat",No,35-44 years old,Man,No,Straight / Heterosexual,"White or of European descent;Or, in your own words:",None of the above,None of the above,Appropriate in length,Easy,15564.0
68059,"I am not primarily a developer, but I write code sometimes as part of my work","Independent contractor, freelancer, or self-employed",Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,School,18,12,"Senior Executive (C-Suite, VP, etc.)",2 to 9 employees,EUR European Euro,50000.0,Yearly,Dart;JavaScript;Node.js;Python,Go,MariaDB;MySQL;Redis,MongoDB,AWS,AWS,,,Flutter;Pandas,Flutter;Pandas,Docker,Kubernetes,Vim;Visual Studio Code,Vim;Visual Studio Code,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,Not sure,No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,54049.0
